season,game_date,slice,gameId,game,final_score,pick_team,model_pick_side,hoops_edge_line_for_pick,market_line_for_pick,pick_prob_edge,disagreement_logit_score,he_market_edge_for_pick,abs_he_vs_market_edge,disagreement_context,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,is_conference_tournament,is_ncaa_tournament,signal_driver,bet_result,roi_per_1_at_minus_110
2020,2019-11-29,full,31404,San Diego State at Iowa,San Diego State 83 - Iowa 73,San Diego State,AWAY,-1.3587840659707382,3.0,0.1437968590012162,0.6111556570304162,6.976729900495098,6.976729900495098,persistent,6.0,6.0,True,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-29,full,31418,Pennsylvania at Arizona,Pennsylvania 82 - Arizona 92,Pennsylvania,AWAY,8.155756646761688,11.5,0.0932881721821116,0.6095187677388744,5.73408111119394,5.73408111119394,none,0.0,0.0,True,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-29,full,31372,Utah State at Saint Mary's,Utah State 73 - Saint Mary's 81,Utah State,AWAY,0.5277790679587611,3.5,0.09199957789545266,0.605843412650536,6.4844898239745525,6.4844898239745525,persistent,6.0,6.0,False,False,False,raw edge + persistent disagreement support,loss,-1.0
2020,2019-11-29,full,31414,Grambling at UC Santa Barbara,Grambling 58 - UC Santa Barbara 67,Grambling,AWAY,9.478081964234093,15.5,0.19820978239054932,0.6058193770592318,4.8279218747084345,4.8279218747084345,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-30,full,31432,Princeton at Bucknell,Princeton 87 - Bucknell 77,Princeton,AWAY,-6.299264846562323,3.5,0.2813781831306388,0.6968192013014753,10.762212877506824,10.762212877506824,persistent,4.0,4.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-30,full,31447,Dartmouth at Bowling Green,Dartmouth 69 - Bowling Green 76,Bowling Green,HOME,-13.491790123210308,-8.0,0.2335798300121643,0.6455664961958011,8.505538352175812,8.505538352175812,persistent,4.0,4.0,False,False,False,raw edge + persistent disagreement support,loss,-1.0
2020,2019-11-30,full,31449,Navy at Brown,Navy 76 - Brown 56,Navy,AWAY,3.913661008884617,7.5,0.08656221436160971,0.6260169027691721,7.078757872690268,7.078757872690268,persistent,2.0,2.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-12-01,full,31485,Texas A&M at Fairfield,Texas A&M 62 - Fairfield 67,Fairfield,HOME,2.9869389104199904,5.5,0.08594576314467106,0.6382579659293586,7.008623276683362,7.008623276683362,persistent,2.0,2.0,True,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-12-01,full,31498,Vermont at Yale,Vermont 52 - Yale 65,Yale,HOME,-6.565354346514539,-1.5,0.1572421040597468,0.6218542610038151,7.765153562596206,7.765153562596206,persistent,6.0,6.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-12-01,full,31508,Georgia Southern at Florida Gulf Coast,Georgia Southern 72 - Florida Gulf Coast 57,Georgia Southern,AWAY,-8.565162927964124,-5.5,0.09443445250866322,0.6075882139379504,5.556476850750546,5.556476850750546,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-12-01,full,31500,Charleston at UCF,Charleston 56 - UCF 77,UCF,HOME,-4.72577756826098,1.0,0.14844688060095168,0.5870755029367097,5.421641620311579,5.421641620311579,persistent,5.0,6.0,True,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-12-02,full,31525,San Diego at UIC,San Diego 83 - UIC 89,San Diego,AWAY,-3.3541716681676235,3.5,0.19345095388948108,0.6495123690375049,7.336887577170189,7.336887577170189,none,0.0,0.0,True,False,False,raw edge led,loss,-1.0
2020,2019-12-02,full,31529,Columbia at Delaware,Columbia 76 - Delaware 84,Delaware,HOME,-10.156956064431938,-7.0,0.09105256512999416,0.60384533502125,6.560279214684161,6.560279214684161,persistent,4.0,4.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-12-03,full,31568,Lafayette at Saint Joseph's,Lafayette 94 - Saint Joseph's 71,Lafayette,AWAY,-0.035759435167253883,6.0,0.17875814189483508,0.6147296349329889,6.173203536203236,6.173203536203236,persistent,3.0,3.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-12-03,full,31551,Western Kentucky at Wright State,Western Kentucky 74 - Wright State 76,Wright State,HOME,-5.613814230827785,3.0,0.22269298119815784,0.591467358434094,3.6611328951168374,3.6611328951168374,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-12-04,full,31663,Ohio State at North Carolina,Ohio State 74 - North Carolina 49,Ohio State,AWAY,-3.0309375258304527,3.0,0.16093813794424838,0.6437555347299284,8.229115116894784,8.229115116894784,persistent,5.0,5.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-12-04,full,31639,Princeton at Drexel,Princeton 76 - Drexel 82,Princeton,AWAY,-7.0996362231325065,-3.0,0.0979814458228363,0.6215999944982381,7.753017094218664,7.753017094218664,persistent,4.0,5.0,False,False,False,raw edge + persistent disagreement support,loss,-1.0
2020,2019-12-04,full,31615,Lehigh at St. Francis (PA),Lehigh 69 - St. Francis (PA) 77,St. Francis (PA),HOME,-7.589545996461169,-3.5,0.12524925952130683,0.5890945685627851,5.480584060586942,5.480584060586942,persistent,3.0,3.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-12-04,full,31670,California at San Francisco,California 64 - San Francisco 76,San Francisco,HOME,-14.018826281383156,-8.0,0.12884446798268467,0.5881836340914514,4.562181160123057,4.562181160123057,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-12-04,full,31665,Cal State Northridge at Portland,Cal State Northridge 71 - Portland 64,Portland,HOME,-11.949146262207478,-5.0,0.1765041767952228,0.5800141296796788,3.823633816271612,3.823633816271612,none,0.0,0.0,False,False,False,raw edge led,loss,-1.0
2020,2019-12-06,full,31688,Providence at Rhode Island,Providence 61 - Rhode Island 75,Rhode Island,HOME,-2.876055234361239,2.0,0.1550695317557741,0.6045148684775562,4.95283568097295,4.95283568097295,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-12-07,full,31741,UNLV at BYU,UNLV 50 - BYU 83,BYU,HOME,-8.066977306191234,10.0,0.39567585402045935,0.673436890217066,9.491267941383725,9.491267941383725,new/transient,0.0,0.0,True,False,False,raw edge + new disagreement support,win,0.9090909090909091
2020,2019-12-07,full,31708,Florida at Butler,Florida 62 - Butler 76,Butler,HOME,-6.81601529991454,-3.5,0.10753236394727872,0.6428970294108359,8.47979598367726,8.47979598367726,persistent,3.0,2.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-12-07,full,31794,Arkansas-Pine Bluff at UTEP,Arkansas-Pine Bluff 50 - UTEP 59,Arkansas-Pine Bluff,AWAY,18.363480418794637,26.0,0.26072265541206296,0.6173995885850081,4.922621306140565,4.922621306140565,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-12-07,full,31750,Oakland at Bowling Green,Oakland 65 - Bowling Green 68,Bowling Green,HOME,-11.822135935011573,-6.0,0.1728513518146636,0.603399528838933,6.22446908151744,6.22446908151744,persistent,4.0,5.0,False,False,False,raw edge + persistent disagreement support,loss,-1.0
2020,2019-12-07,full,31783,Robert Morris at Florida Gulf Coast,Robert Morris 64 - Florida Gulf Coast 59,Robert Morris,AWAY,-2.2593606759004095,3.0,0.17510565213153717,0.6027570004042019,4.267070959168732,4.267070959168732,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-12-07,full,31801,Portland at Seattle U,Portland 71 - Seattle U 73,Portland,AWAY,-0.5782853243404009,5.0,0.15609997570091305,0.5835523800010842,3.79680594817684,3.79680594817684,none,0.0,0.0,True,False,False,raw edge led,win,0.9090909090909091
2020,2019-12-08,full,31820,William & Mary at Fairfield,William & Mary 62 - Fairfield 58,William & Mary,AWAY,-2.7819984182451094,1.5,0.12009974037855486,0.6501553181956174,8.4619912411477,8.4619912411477,persistent,3.0,2.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
