season,game_date,slice,gameId,game,final_score,pick_team,model_pick_side,hoops_edge_line_for_pick,market_line_for_pick,pick_prob_edge,disagreement_logit_score,he_market_edge_for_pick,abs_he_vs_market_edge,disagreement_context,pick_team_recent_same_sign_count_21d,pick_team_prior_same_sign_streak,neutral_site_flag,is_conference_tournament,is_ncaa_tournament,signal_driver,bet_result,roi_per_1_at_minus_110
2020,2019-11-12,full,30504,The Citadel at Georgia,The Citadel 86 - Georgia 95,The Citadel,AWAY,26.00774001237471,28.0,0.031191982554675257,0.6156596576187976,6.2107263124099354,6.2107263124099354,none,0.0,0.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-12,full,30491,Air Force at Army,Air Force 69 - Army 57,Army,HOME,-1.889028618501591,1.0,0.043380798465949,0.6107729927943225,10.17422120909613,10.17422120909613,new/transient,0.0,0.0,False,False,False,disagreement-led new/transient,loss,-1.0
2020,2019-11-12,full,30541,Fresno State at San Diego,Fresno State 66 - San Diego 72,San Diego,HOME,-3.785571242474795,2.5,0.22620444267089979,0.5849813788476693,3.8738091268461856,3.8738091268461856,none,1.0,1.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-12,full,30494,Maryland Eastern Shore at Longwood,Maryland Eastern Shore 55 - Longwood 85,Longwood,HOME,-18.565191637237717,-14.5,0.09741067355911992,0.5820593144905944,4.114774198734915,4.114774198734915,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-13,full,30586,Monmouth at Kansas State,Monmouth 54 - Kansas State 73,Kansas State,HOME,-18.512033696884714,-17.0,0.01261137168412807,0.6599278598410185,9.410255850815759,9.410255850815759,none,0.0,0.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-13,full,30594,Southern Utah at BYU,Southern Utah 63 - BYU 68,BYU,HOME,-16.615734795855815,-11.5,0.09049571640347265,0.6304191794469587,7.522686696248359,7.522686696248359,none,1.0,1.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-13,full,30557,Lafayette at Princeton,Lafayette 72 - Princeton 65,Princeton,HOME,-11.703307806309226,-6.0,0.09817817612970903,0.62698068721394,7.368471528872613,7.368471528872613,none,1.0,1.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-13,full,30587,Eastern Washington at Saint Louis,Eastern Washington 60 - Saint Louis 82,Saint Louis,HOME,-8.784079296853605,-8.5,-0.017435870274308596,0.6269275328404965,8.017025540480967,8.017025540480967,none,1.0,1.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-13,full,30575,McNeese at Wisconsin,McNeese 63 - Wisconsin 83,Wisconsin,HOME,-25.374126644106582,-23.0,0.049763541285299584,0.6054330070845634,5.937586582193525,5.937586582193525,none,0.0,0.0,False,False,False,disagreement-led support,loss,-1.0
2020,2019-11-13,full,30592,Oklahoma State at Charleston,Oklahoma State 73 - Charleston 54,Charleston,HOME,1.677124218528668,4.0,0.08081455874431664,0.6002345757513948,9.317985124507445,9.317985124507445,new/transient,0.0,0.0,False,False,False,raw edge + new disagreement support,loss,-1.0
2020,2019-11-13,full,30591,Cal State Fullerton at Wyoming,Cal State Fullerton 60 - Wyoming 53,Cal State Fullerton,AWAY,-1.8083479169533447,3.0,0.1613133863783679,0.5878188980919082,4.217471635482188,4.217471635482188,none,1.0,1.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-13,full,30582,Kansas City at Drake,Kansas City 58 - Drake 76,Drake,HOME,-10.737325897298376,-9.0,0.03722457767268461,0.5811160764981812,4.6307711141340615,4.6307711141340615,none,0.0,0.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-15,full,30648,Lipscomb at Duquesne,Lipscomb 36 - Duquesne 58,Lipscomb,AWAY,5.807116721503007,9.5,0.14233048359226852,0.7982022350149524,18.46821793192705,18.46821793192705,persistent,2.0,2.0,False,False,False,raw edge + persistent disagreement support,loss,-1.0
2020,2019-11-15,full,30651,Delaware State at Georgia,Delaware State 66 - Georgia 100,Delaware State,AWAY,29.02609189169823,32.5,0.09665969582274758,0.6673202240535893,8.35413329324776,8.35413329324776,none,0.0,0.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-15,full,30632,Montana State at App State,Montana State 59 - App State 56,Montana State,AWAY,5.205949314511955,15.0,0.2432651915753875,0.6493697186139937,9.49854477237181,9.49854477237181,new/transient,0.0,0.0,True,False,False,raw edge + new disagreement support,win,0.9090909090909091
2020,2019-11-15,full,30663,Youngstown State at Louisiana,Youngstown State 61 - Louisiana 73,Louisiana,HOME,-9.322235338425173,1.0,0.3440072522037002,0.6226621146964978,5.334467766798641,5.334467766798641,none,1.0,1.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-15,full,30633,Merrimack at Dartmouth,Merrimack 46 - Dartmouth 55,Merrimack,AWAY,2.181227967483693,7.0,0.10495743031702043,0.62021830418075,8.821087342849873,8.821087342849873,new/transient,0.0,0.0,True,False,False,raw edge + new disagreement support,loss,-1.0
2020,2019-11-15,full,30635,North Dakota State at UT Rio Grande Valley,North Dakota State 76 - UT Rio Grande Valley 70,North Dakota State,AWAY,-0.8387691314106505,5.0,0.15408113034466142,0.5875898437958227,3.7985232568757117,3.7985232568757117,none,0.0,0.0,True,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-16,full,30760,USC at Nevada,USC 76 - Nevada 66,Nevada,HOME,0.10894174738141515,3.5,0.10522284343769506,0.7034908079760499,11.54107310075645,11.54107310075645,none,1.0,1.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-16,full,30725,UT Rio Grande Valley at Stony Brook,UT Rio Grande Valley 58 - Stony Brook 69,Stony Brook,HOME,-3.5966338216756846,1.5,0.18285808118105773,0.6611090063939178,8.899131037257867,8.899131037257867,persistent,2.0,2.0,True,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-16,full,30695,Lehigh at Virginia Tech,Lehigh 53 - Virginia Tech 79,Virginia Tech,HOME,-15.437533417903381,-15.0,-0.00857259195549176,0.6401712860909525,8.959433607074825,8.959433607074825,persistent,2.0,2.0,False,False,False,disagreement-led persistent,win,0.9090909090909091
2020,2019-11-16,full,30728,Montana State at UNC Greensboro,Montana State 67 - UNC Greensboro 66,UNC Greensboro,HOME,-14.826540786423394,4.0,0.4483063913771931,0.629960043611337,5.336609873184133,5.336609873184133,persistent,2.0,2.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-16,full,30748,Arkansas-Pine Bluff at Grand Canyon,Arkansas-Pine Bluff 54 - Grand Canyon 67,Grand Canyon,HOME,-19.63340788533401,-16.0,0.048906845715799174,0.6238426566340896,7.45594207385588,7.45594207385588,none,1.0,1.0,False,False,False,disagreement-led support,loss,-1.0
2020,2019-11-16,full,30745,North Dakota State at Texas A&M-Corpus Christi,North Dakota State 57 - Texas A&M-Corpus Christi 45,Texas A&M-Corpus Christi,HOME,5.2020817816567675,6.5,0.018262699195983334,0.6192306294248725,6.692594053666471,6.692594053666471,none,1.0,1.0,False,False,False,disagreement-led support,loss,-1.0
2020,2019-11-16,full,30742,UNC Wilmington at Davidson,UNC Wilmington 49 - Davidson 87,UNC Wilmington,AWAY,12.143539323561477,16.0,0.06729702265952242,0.6030315914707072,5.2907501002304365,5.2907501002304365,none,0.0,0.0,False,False,False,disagreement-led support,loss,-1.0
2020,2019-11-16,full,30726,Washington at Tennessee,Washington 62 - Tennessee 75,Tennessee,HOME,-2.0823469472281175,1.0,0.08261661625067951,0.602123787124079,5.769187543865088,5.769187543865088,none,1.0,1.0,True,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-16,full,30750,UIC at Bradley,UIC 56 - Bradley 65,Bradley,HOME,-15.564258807364979,-12.5,0.08586241975243447,0.5940012992824885,5.137656074349817,5.137656074349817,none,0.0,0.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-16,full,30738,Stetson at Purdue Fort Wayne,Stetson 55 - Purdue Fort Wayne 79,Purdue Fort Wayne,HOME,-9.891676573331303,-8.5,0.01660410734890594,0.587211502418007,4.778579390940951,4.778579390940951,none,1.0,0.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-16,full,30720,Sacred Heart at Binghamton,Sacred Heart 72 - Binghamton 76,Binghamton,HOME,4.845859790531691,5.5,-0.008829327645021867,0.5858175158812838,4.358586635745201,4.358586635745201,none,1.0,1.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-16,full,30724,Rice at UC Santa Barbara,Rice 82 - UC Santa Barbara 81,Rice,AWAY,3.3794267204318444,9.5,0.19330973752988845,0.5838268113972009,3.4925802431790975,3.4925802431790975,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-17,full,30795,Indiana State at Ball State,Indiana State 55 - Ball State 69,Ball State,HOME,-4.819860312387689,2.0,0.19748856402961135,0.6998514953424447,11.11152188444373,11.11152188444373,none,1.0,1.0,True,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-17,full,30787,UT Rio Grande Valley at Texas A&M-Corpus Christi,UT Rio Grande Valley 55 - Texas A&M-Corpus Christi 63,Texas A&M-Corpus Christi,HOME,0.8419513578396707,1.5,0.002062382993775036,0.650227990760082,8.754794826760765,8.754794826760765,persistent,2.0,2.0,False,False,False,disagreement-led persistent,win,0.9090909090909091
2020,2019-11-17,full,30778,Yale at Oklahoma State,Yale 57 - Oklahoma State 64,Yale,AWAY,9.9922846726611,13.0,0.08999247043091285,0.6379880180241951,7.493757260229176,7.493757260229176,none,1.0,1.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-17,full,30791,Rider at Arizona State,Rider 55 - Arizona State 92,Arizona State,HOME,-15.818899850159113,-11.5,0.17580231995964024,0.623698434336912,6.376400176729783,6.376400176729783,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-17,full,30769,Jacksonville at Merrimack,Jacksonville 44 - Merrimack 54,Merrimack,HOME,-0.3837119175348729,2.5,0.08630103540095313,0.62039644739476,7.332704523212872,7.332704523212872,persistent,2.0,2.0,True,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-17,full,30782,Dartmouth at UMass Lowell,Dartmouth 80 - UMass Lowell 75,UMass Lowell,HOME,-1.76398273672757,2.5,0.12146480518999836,0.5914289120519632,4.27385137221834,4.27385137221834,none,0.0,0.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-17,full,30774,Stony Brook at North Dakota State,Stony Brook 64 - North Dakota State 57,Stony Brook,AWAY,-0.5851381896482764,2.5,0.07848718205163996,0.5907126045949544,5.594309482103837,5.594309482103837,persistent,3.0,3.0,True,False,False,disagreement-led persistent,win,0.9090909090909091
2020,2019-11-18,full,30801,App State at UNC Greensboro,App State 41 - UNC Greensboro 55,UNC Greensboro,HOME,-12.88700886110145,-9.5,0.08916612650761724,0.6870089973181611,11.700387939648424,11.700387939648424,persistent,3.0,3.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-18,full,30809,Middle Tennessee at Coastal Carolina,Middle Tennessee 72 - Coastal Carolina 93,Coastal Carolina,HOME,-4.26414130423931,-3.5,-0.001901692723041748,0.6194349034239884,7.241310852986073,7.241310852986073,none,1.0,1.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-18,full,30813,Monmouth at Pittsburgh,Monmouth 50 - Pittsburgh 63,Pittsburgh,HOME,-17.971698749009704,-15.5,0.08900999893869921,0.599256049881154,4.98470573572801,4.98470573572801,none,0.0,0.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-19,full,30864,Merrimack at Providence,Merrimack 56 - Providence 93,Merrimack,AWAY,19.625154675790398,21.5,0.041134187720500814,0.7229825402327562,13.661881831074759,13.661881831074759,persistent,3.0,3.0,False,False,False,disagreement-led persistent,loss,-1.0
2020,2019-11-19,full,30849,Pennsylvania at Lafayette,Pennsylvania 75 - Lafayette 86,Lafayette,HOME,1.5897451863237961,7.0,0.08496033018196625,0.6701899578637726,9.602693211811092,9.602693211811092,none,1.0,1.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-19,full,30893,Cal State Bakersfield at San Francisco,Cal State Bakersfield 70 - San Francisco 100,San Francisco,HOME,-14.66937365247145,-10.5,0.10126841660835362,0.6428135792100935,8.554533107822074,8.554533107822074,persistent,2.0,2.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-19,full,30865,Vermont at Virginia,Vermont 55 - Virginia 61,Virginia,HOME,-16.549254816580856,-15.0,0.03248736616305237,0.6043594517218398,6.779266281403558,6.779266281403558,persistent,2.0,2.0,False,False,False,disagreement-led persistent,loss,-1.0
2020,2019-11-19,full,30877,UT Martin at Northern Iowa,UT Martin 67 - Northern Iowa 87,Northern Iowa,HOME,-17.644724470458613,-15.5,0.03237192827437707,0.6008199758000751,5.593584191851356,5.593584191851356,none,0.0,0.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-19,full,30851,Brown at Sacred Heart,Brown 63 - Sacred Heart 84,Brown,AWAY,-5.683587482931301,-3.0,0.06305748537171874,0.5871649514407002,4.593161667742168,4.593161667742168,none,0.0,0.0,False,False,False,disagreement-led support,loss,-1.0
2020,2019-11-20,full,30914,Princeton at Indiana,Princeton 54 - Indiana 79,Princeton,AWAY,12.739979616664641,18.5,0.1859156257839356,0.6631485194721009,9.083500144459745,9.083500144459745,persistent,2.0,2.0,False,False,False,raw edge + persistent disagreement support,loss,-1.0
2020,2019-11-20,full,30933,Sacramento State at UC Davis,Sacramento State 61 - UC Davis 51,Sacramento State,AWAY,-5.919416558713465,-5.5,-0.012391997375369557,0.6424427517260531,8.680723300370625,8.680723300370625,none,0.0,0.0,True,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-20,full,30935,The Citadel at Illinois,The Citadel 57 - Illinois 85,The Citadel,AWAY,25.49785849076352,27.0,0.02950613598800611,0.6200284514814075,7.0529688695060315,7.0529688695060315,persistent,2.0,2.0,False,False,False,disagreement-led persistent,loss,-1.0
2020,2019-11-20,full,30932,Elon at North Carolina,Elon 61 - North Carolina 75,Elon,AWAY,25.79264828672831,29.5,0.12495001577699838,0.6101520372698224,5.343380460039555,5.343380460039555,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-20,full,30905,Bryant at Drexel,Bryant 74 - Drexel 86,Bryant,AWAY,-2.3661256837633573,4.5,0.19543136254965987,0.601344878914717,4.68286664790727,4.68286664790727,none,1.0,0.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-20,full,30913,Eastern Washington at Boston College,Eastern Washington 68 - Boston College 72,Boston College,HOME,-10.851164267723789,-9.5,0.02530630696547409,0.5991217095978532,5.689500186274356,5.689500186274356,none,0.0,0.0,False,False,False,disagreement-led support,loss,-1.0
2020,2019-11-20,full,30907,Rider at Massachusetts,Rider 72 - Massachusetts 82,Massachusetts,HOME,-7.374054116295156,-7.0,-0.007213631725993319,0.5924018539060999,5.592105330914082,5.592105330914082,none,1.0,1.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-21,full,30945,Villanova at Middle Tennessee,Villanova 98 - Middle Tennessee 69,Villanova,AWAY,-12.38295300712852,19.0,0.4730292713383274,0.8249166726498537,18.683931366250775,18.683931366250775,new/transient,0.0,0.0,True,False,False,raw edge + new disagreement support,win,0.9090909090909091
2020,2019-11-21,full,30950,Loyola Marymount at Air Force,Loyola Marymount 78 - Air Force 64,Loyola Marymount,AWAY,0.17703736541670878,2.5,0.05314931109963028,0.6102226706742395,6.290144960014339,6.290144960014339,none,1.0,1.0,True,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-22,full,31038,Bowling Green at Western Kentucky,Bowling Green 77 - Western Kentucky 75,Bowling Green,AWAY,1.2334261482283253,4.5,0.0797281054719442,0.6830694821456774,10.765201013029273,10.765201013029273,none,1.0,1.0,True,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-22,full,31039,East Carolina at Evansville,East Carolina 85 - Evansville 68,Evansville,HOME,-2.8934468750589275,6.0,0.19725824519687019,0.6718958852048358,9.016817548390312,9.016817548390312,none,1.0,1.0,True,False,False,raw edge led,loss,-1.0
2020,2019-11-22,full,31000,Eastern Michigan at UMBC,Eastern Michigan 62 - UMBC 45,Eastern Michigan,AWAY,-1.5231037083614893,1.0,0.07696664239561868,0.6662049968970678,9.515531378491605,9.515531378491605,none,1.0,1.0,True,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-22,full,31042,Norfolk State at Northwestern,Norfolk State 59 - Northwestern 70,Norfolk State,AWAY,11.007730894428448,12.5,0.022871161715544708,0.5887322727425547,4.914151009865575,4.914151009865575,none,1.0,1.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-22,full,31026,Boston University at West Virginia,Boston University 44 - West Virginia 69,Boston University,AWAY,13.92698947101826,16.0,0.0462265761223819,0.5810250316088531,8.505192184225322,8.505192184225322,new/transient,0.0,0.0,False,False,False,disagreement-led new/transient,loss,-1.0
2020,2019-11-23,full,31102,Iona at Kennesaw State,Iona 75 - Kennesaw State 52,Iona,AWAY,-6.205092968390915,11.5,0.4367214296375518,0.7188090533162781,10.040041187292434,10.040041187292434,none,0.0,0.0,True,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-23,full,31084,Howard at Ball State,Howard 69 - Ball State 100,Ball State,HOME,-25.259768084485813,-23.5,0.029849487030236377,0.6613045819025315,10.090836718383127,10.090836718383127,persistent,3.0,3.0,False,False,False,disagreement-led persistent,win,0.9090909090909091
2020,2019-11-23,full,31120,Sacramento State at Pepperdine,Sacramento State 77 - Pepperdine 72,Sacramento State,AWAY,2.2427949355621166,9.5,0.19471900847647572,0.632458898953078,6.25412488562948,6.25412488562948,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-23,full,31065,Little Rock at NC State,Little Rock 58 - NC State 74,Little Rock,AWAY,6.2418238092311356,15.5,0.27360070113188395,0.6318656837243767,6.43831545356058,6.43831545356058,persistent,2.0,2.0,False,False,False,raw edge + persistent disagreement support,loss,-1.0
2020,2019-11-23,full,31100,Utah Valley at North Dakota State,Utah Valley 68 - North Dakota State 62,Utah Valley,AWAY,5.216799591150945,6.5,0.01921722822268135,0.6238683622926992,7.303104795337478,7.303104795337478,persistent,2.0,2.0,False,False,False,disagreement-led persistent,win,0.9090909090909091
2020,2019-11-23,full,31089,UC Davis at Portland,UC Davis 62 - Portland 72,Portland,HOME,-10.470552563123448,-7.0,0.10041903004945163,0.6135695267073702,6.105025121480841,6.105025121480841,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-23,full,31098,Rider at Columbia,Rider 87 - Columbia 63,Rider,AWAY,-3.057057956851196,1.5,0.16464579701280513,0.607112076359477,5.283188946424504,5.283188946424504,none,0.0,0.0,True,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-23,full,31105,Boise State at Pacific,Boise State 82 - Pacific 76,Pacific,HOME,1.4756262169278003,3.0,0.0346223289997879,0.5916885062741215,4.745476688813133,4.745476688813133,none,0.0,0.0,False,False,False,disagreement-led support,loss,-1.0
2020,2019-11-23,full,31121,Georgia State at California Baptist,Georgia State 69 - California Baptist 60,Georgia State,AWAY,1.5196171420513842,2.0,-0.002625205986298784,0.5899392887458045,5.60996933094851,5.60996933094851,persistent,3.0,3.0,False,False,False,disagreement-led persistent,win,0.9090909090909091
2020,2019-11-23,full,31056,Florida Gulf Coast at VCU,Florida Gulf Coast 48 - VCU 78,VCU,HOME,-22.559540962384006,-22.5,-0.022148429262708547,0.5887891947281254,5.399808181653498,5.399808181653498,none,0.0,0.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-23,full,31054,Florida A&M at Seton Hall,Florida A&M 51 - Seton Hall 87,Florida A&M,AWAY,27.96782557528519,30.5,0.03931584701893931,0.5839309662934589,4.438758263965575,4.438758263965575,none,0.0,0.0,False,False,False,disagreement-led support,loss,-1.0
2020,2019-11-23,full,31080,Troy at Samford,Troy 60 - Samford 72,Samford,HOME,-12.31013387206491,-8.5,0.11610288384810574,0.5831101020358883,4.312261080195578,4.312261080195578,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-24,full,31169,Wyoming at Colorado,Wyoming 41 - Colorado 56,Colorado,HOME,-14.937321806133355,19.0,0.47603252317080746,0.7375786601612051,11.422615661789568,11.422615661789568,new/transient,0.0,0.0,True,False,False,raw edge + new disagreement support,win,0.9090909090909091
2020,2019-11-24,full,31160,Lamar at Kentucky,Lamar 56 - Kentucky 81,Lamar,AWAY,21.41102686694603,24.5,0.0871509367495904,0.6215083082305627,6.475740479408163,6.475740479408163,none,1.0,1.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-24,full,31153,East Carolina at Rice,East Carolina 69 - Rice 77,Rice,HOME,-0.394391591879085,1.0,0.02227044032735992,0.6103148898902764,6.137546546460255,6.137546546460255,none,0.0,0.0,True,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-24,full,31173,UMBC at Nicholls,UMBC 72 - Nicholls 82,Nicholls,HOME,0.14054477031475443,1.0,0.01015775305046196,0.5993467491080877,6.4120770939649105,6.4120770939649105,persistent,4.0,4.0,True,False,False,disagreement-led persistent,win,0.9090909090909091
2020,2019-11-24,full,31139,North Florida at Creighton,North Florida 67 - Creighton 76,North Florida,AWAY,16.792220904923624,17.0,-0.01925203089778249,0.5924126018654794,5.325011247099425,5.325011247099425,none,0.0,0.0,False,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-24,full,31129,Arizona State at Virginia,Arizona State 45 - Virginia 48,Virginia,HOME,-4.210135924521964,7.5,0.3440888827662033,0.5863073776180932,4.263124337504798,4.263124337504798,persistent,4.0,4.0,True,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-25,full,31190,Virginia Tech at Michigan State,Virginia Tech 71 - Michigan State 66,Virginia Tech,AWAY,11.448851895245411,13.5,0.04965038427783752,0.6523855271849879,9.559035388685265,9.559035388685265,persistent,4.0,4.0,True,False,False,disagreement-led persistent,win,0.9090909090909091
2020,2019-11-25,full,31214,Cal State Northridge at Green Bay,Cal State Northridge 84 - Green Bay 85,Green Bay,HOME,-13.650303184579741,-10.0,0.13516073714294652,0.6416127488125638,7.581830055248126,7.581830055248126,none,0.0,0.0,False,False,False,raw edge led,loss,-1.0
2020,2019-11-25,full,31218,Northwestern at Bradley,Northwestern 78 - Bradley 51,Bradley,HOME,-2.1702935254015436,3.0,0.17640098792933423,0.5953010937332324,4.567436125052883,4.567436125052883,none,0.0,0.0,True,False,False,raw edge led,loss,-1.0
2020,2019-11-25,full,31222,Auburn at New Mexico,Auburn 84 - New Mexico 59,Auburn,AWAY,-10.636022807912894,-9.0,0.030245152030995537,0.5943468588284282,5.690180420933753,5.690180420933753,none,0.0,0.0,True,False,False,disagreement-led support,win,0.9090909090909091
2020,2019-11-25,full,31177,Alabama State at VCU,Alabama State 62 - VCU 78,Alabama State,AWAY,26.961244336740492,31.5,0.0977779731793812,0.5933953414579601,5.227158821423135,5.227158821423135,persistent,2.0,2.0,False,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-25,full,31223,Stanford at Oklahoma,Stanford 73 - Oklahoma 54,Stanford,AWAY,0.1390880859075807,4.5,0.13495122808346915,0.592396740318052,5.54213778431771,5.54213778431771,persistent,4.0,4.0,True,False,False,raw edge + persistent disagreement support,win,0.9090909090909091
2020,2019-11-25,full,31210,Troy at Alabama A&M,Troy 66 - Alabama A&M 80,Alabama A&M,HOME,1.54921688224805,10.5,0.25896563434745745,0.5907369622715323,3.140010917817877,3.140010917817877,none,0.0,0.0,False,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-25,full,31178,South Alabama at Northeastern,South Alabama 74 - Northeastern 62,Northeastern,HOME,-3.94473683709802,-2.5,0.02505169992024603,0.5902361450414072,5.523217683022078,5.523217683022078,none,0.0,0.0,True,False,False,disagreement-led support,loss,-1.0
2020,2019-11-26,full,31288,TCU at Wyoming,TCU 64 - Wyoming 47,TCU,AWAY,-10.975244844440681,14.5,0.4679277730643072,0.7370883589313342,10.433899014086123,10.433899014086123,none,1.0,0.0,True,False,False,raw edge led,win,0.9090909090909091
2020,2019-11-26,full,31231,Murray State at Weber State,Murray State 69 - Weber State 68,Murray State,AWAY,-6.112179888810857,7.5,0.3773218092651973,0.6811707044948235,8.239635755198217,8.239635755198217,none,0.0,0.0,True,False,False,raw edge led,win,0.9090909090909091
